x [nm]	y [nm]
-223.13	195.72
-223.07	197.23
-218.83	194.59
-219.67	200.54
-216.93	195.33
-216.53	191.18
-222.63	199.92
-217.00	203.39
-216.63	201.32
-218.30	202.00
-217.90	188.88
-225.37	191.63
-212.10	185.53
-213.73	196.56
-226.90	203.29
-217.97	191.48
-228.96	196.14
-217.77	199.46
-222.30	196.92
-227.13	194.32
-218.36	190.40
-218.67	196.42
-215.67	193.23
-220.30	191.47
-226.67	204.96
-217.17	195.10
-217.87	197.71
-212.73	194.12
-212.97	192.53
-221.77	209.96
-214.23	198.79
-219.20	195.11
-216.17	200.57
-219.63	199.60
-220.83	203.76
-214.70	200.30
-219.03	201.66
-217.07	194.59
-221.23	204.21
-222.13	202.15
-212.80	207.58
-218.60	206.45
-214.93	198.94
-215.67	201.99
-225.23	204.11
-221.07	202.54
-221.77	211.77
-218.23	196.76
-223.67	195.13
-216.20	197.39
-218.90	198.16
-215.37	196.38
-212.00	204.16
-223.90	198.29
-217.70	201.91
-216.37	197.37
-224.46	205.52
-217.27	200.33
-219.60	193.54
-227.23	200.40
-216.73	203.20
-218.03	193.10
-224.40	195.19
-218.57	202.30
-225.73	193.78
-220.46	198.55
-219.63	192.37
-225.23	192.55
-223.60	199.67
-231.80	192.58
-225.83	195.42
-219.03	194.18
-217.00	192.93
-223.83	189.16
-226.20	198.13
-222.20	191.41
-218.50	195.36
-227.70	196.48
-227.10	193.36
-222.80	196.69
-218.13	199.53
-223.37	199.44
-225.27	194.01
-229.93	192.90
-226.67	201.10
-227.23	185.55
-226.30	194.14
-223.53	200.91
-219.37	193.07
-219.93	199.20
-226.03	193.42
-211.33	192.05
-221.87	196.65
-232.36	188.61
-221.93	188.88
-227.50	194.40
-230.03	191.94
-227.90	190.25
-220.70	188.58
-223.33	195.28
-223.23	195.48
-230.63	202.20
-217.93	187.55
-225.03	193.75
-222.87	192.05
-222.37	192.75
-219.10	188.37
-227.70	194.02
-231.63	196.97
-227.83	198.62
-226.90	188.95
-227.23	195.72
-231.80	197.59
-231.77	194.40
-230.57	199.96
-232.17	202.13
-228.97	192.59
-229.50	193.59
-229.43	197.62
-230.60	192.00
-228.03	201.04
-226.97	195.96
-221.57	204.58
-221.13	191.55
-230.63	193.02
-224.13	193.95
-220.10	194.35
-220.50	197.56
-217.33	191.80
-220.30	201.75
-229.67	201.81
-226.53	191.59
-217.67	206.60
-223.53	202.20
-226.07	199.55
-225.73	204.72
-220.07	190.23
-225.63	198.95
-226.87	206.01
-222.73	200.93
-227.17	204.24
-226.73	201.31
-222.70	192.66
-216.27	202.27
-227.33	203.66
-225.87	201.97
-223.87	197.78
-221.83	199.82
-231.10	202.98
-224.00	203.73
-225.50	197.06
-227.27	195.70
-209.47	195.79
-232.83	203.94
-229.53	198.85
-223.60	200.30
-216.17	208.21
-212.77	195.31
-231.80	199.78
-215.20	194.48
-224.37	201.14
-221.53	206.42
-228.47	199.26
-222.80	202.86
-217.20	191.42
-230.10	208.89
-222.07	199.79
-223.73	195.94
-227.73	192.84
-228.67	198.66
-225.47	199.74
-219.90	189.16
-230.07	194.90
-218.80	198.81
-230.23	206.60
-225.73	201.31
-217.70	193.81
-224.73	195.38
-215.60	200.33
-222.73	196.26
-224.07	206.60
-229.50	201.58
-222.17	202.77
-222.43	198.32
-222.96	204.14
-210.96	200.12
-218.30	202.89
-222.70	200.05
-219.47	201.45
-215.13	193.80
-228.07	206.46
-225.67	203.80
-222.76	194.63
-222.13	193.28
-226.17	193.45
-220.50	190.39
-219.97	200.50
-226.70	199.62
-226.67	199.33
-216.47	202.88
-235.30	208.50
-216.23	206.97
-224.00	198.75
-219.43	205.21
-232.57	206.60
-226.77	211.73
-222.47	217.87
-226.07	208.63
-224.50	201.18
-227.40	197.93
-222.13	201.38
-213.77	203.73
-226.47	199.96
-232.77	200.44
-226.80	202.70
-219.50	205.53
-229.76	194.94
-221.80	196.97
-233.77	198.75
-233.86	212.83
-224.90	204.08
-224.53	205.97
-225.07	210.89
-222.50	197.57
-234.60	208.05
-228.46	201.56
-225.77	211.87
-228.17	196.18
-218.70	208.26
-226.33	205.06
-226.20	198.08
-222.20	203.77
-215.57	216.64
-221.53	213.94
-225.57	209.16
-221.30	213.31
-216.60	211.79
-227.87	206.12
-224.70	221.08
-220.13	208.74
-222.53	208.70
-227.30	206.53
-218.73	210.39
-232.07	214.89
-225.73	212.49
-225.83	204.70
-219.13	202.27
-231.57	209.39
-218.73	206.18
-230.30	210.03
-223.03	205.42
-220.17	206.98
-223.07	207.39
-225.30	217.31
-215.57	216.71
-220.90	214.61
-223.83	217.45
-231.60	206.59
-224.10	212.25
-224.96	214.78
-219.97	211.14
-221.17	208.68
-227.00	216.68
-226.23	212.91
-216.83	201.16
-219.40	212.19
-219.20	212.55
-221.03	209.25
-223.57	217.22
-220.00	211.71
-226.13	214.20
-213.30	211.38
-225.07	214.43
-220.80	213.16
-224.33	215.65
-224.87	206.01
-230.03	217.27
-227.80	215.51
-226.07	201.88
-224.30	216.52
-225.07	212.68
-222.36	207.18
-233.96	211.39
-225.93	215.88
-224.53	215.54
-229.00	213.47
-229.23	214.53
-222.07	219.08
-231.43	223.69
-232.00	216.54
-225.30	217.14
-229.00	220.23
-225.03	211.53
-225.60	221.65
-224.63	205.63
-221.57	212.42
-221.33	223.07
-224.70	220.34
-227.80	218.19
-224.93	214.48
-226.80	212.01
-226.70	215.14
-234.93	222.74
-224.83	214.86
-227.60	211.69
-213.57	220.15
-219.73	216.66
-226.90	225.18
-225.40	219.97
-225.40	211.48
-215.53	212.14
-219.93	219.75
-218.27	224.46
-224.83	207.08
-220.90	208.83
-223.97	209.63
-224.73	220.90
-232.36	225.79
-214.80	216.62
-227.00	224.45
-228.17	220.12
-225.67	222.18
-226.30	223.35
-211.23	213.85
-229.17	212.59
-230.07	223.28
-219.80	224.68
-222.67	218.00
-214.93	214.58
-216.67	218.18
-218.46	224.68
-229.77	218.55
-223.83	227.29
-225.53	213.70
-228.00	209.78
-222.67	219.24
-228.53	224.23
-218.07	218.13
-217.33	223.61
-213.30	222.50
-223.33	218.03
-228.17	223.08
-226.73	223.01
-220.40	223.80
-224.33	224.42
-217.10	223.81
-224.67	228.25
-221.33	235.38
-219.70	227.21
-218.93	215.87
-215.33	220.37
-214.80	226.38
-220.80	217.49
-218.10	229.69
-218.67	219.49
-218.90	226.97
-223.46	221.18
-229.10	218.42
-216.70	227.03
-221.80	231.70
-219.17	225.24
-223.13	228.52
-226.00	221.16
-221.30	215.49
-222.33	218.39
-223.43	232.04
-219.93	230.17
-224.10	227.28
-215.27	229.58
-220.53	226.59
-217.46	223.74
-213.23	220.13
-217.10	235.99
-215.33	214.51
-216.03	222.17
-219.67	232.73
-226.47	229.77
-224.93	227.53
-222.77	220.07
-219.67	220.58
-225.80	221.95
-218.33	228.32
-213.73	222.63
-222.30	229.72
-211.57	221.73
-222.13	233.41
-222.53	214.80
-219.57	234.68
-206.00	229.96
-226.53	218.09
-225.73	227.28
-221.70	226.74
-215.83	231.19
-222.07	230.66
-222.27	219.91
-220.90	224.44
-216.47	219.50
-230.57	233.32
-225.17	222.13
-222.30	229.52
-224.77	224.87
-220.77	228.21
-229.53	219.23
-227.00	221.36
-217.20	219.42
-221.27	227.68
-223.70	221.54
-227.10	224.90
-210.17	216.67
-224.63	219.76
-222.80	220.90
-219.90	225.03
-212.27	224.42
-227.73	233.49
-225.27	215.10
-218.13	221.25
-225.63	219.17
-217.00	225.49
-223.67	234.46
-225.70	223.45
-225.63	219.49
-219.07	215.57
-215.53	225.63
-219.80	225.31
-224.30	227.01
-223.63	218.04
-215.07	216.30
-219.23	219.05
-223.57	221.66
-213.63	216.60
-219.83	230.05
-220.93	218.07
-224.87	227.50
-219.17	212.91
-225.77	219.81
-225.17	220.27
-222.50	218.14
-216.53	221.51
-227.96	230.56
-214.13	228.51
-224.70	224.30
-225.73	219.47
-218.46	225.11
-222.23	225.33
-221.97	227.18
-217.73	224.73
-211.57	218.81
-223.50	224.27
-221.10	232.13
-218.50	211.39
-226.73	223.32
-225.50	220.02
-219.33	213.51
-216.43	217.61
-215.60	221.99
-221.57	218.81
-223.90	215.96
-218.40	218.17
-222.10	222.34
-231.73	227.10
-220.10	229.61
-213.47	216.21
-213.96	223.21
-218.87	217.43
-229.03	217.66
-228.20	225.60
-219.43	215.40
-226.03	206.32
-213.93	220.25
-225.40	211.37
-228.60	216.68
-222.57	225.52
-219.20	219.47
-229.87	217.51
-217.80	219.23
-229.50	220.09
-225.67	226.92
-227.26	216.10
-234.00	217.81
-217.03	215.20
-220.27	217.70
-227.93	222.49
-227.73	216.52
-224.17	218.89
-218.37	214.63
-231.47	213.95
-221.97	213.17
-227.07	214.24
-218.03	214.17
-228.23	207.83
-234.17	214.69
-224.20	206.87
-226.53	205.48
-232.80	210.94
-221.27	213.13
-227.63	216.85
-232.27	212.86
-231.37	204.73
-218.83	210.84
-227.60	215.80
-229.26	218.03
-223.90	215.28
-232.97	212.04
-229.40	216.18
-234.63	220.88
-229.80	212.54
-223.60	219.25
-230.57	219.30
-224.93	212.16
-226.73	222.31
-221.83	220.03
-225.93	214.35
-220.33	206.17
-220.73	211.02
-226.27	208.69
-218.36	208.14
-227.96	206.50
-230.17	207.63
-232.83	211.80
-234.70	216.40
-230.60	210.47
-224.20	218.31
-220.80	219.25
-227.96	216.14
-222.83	212.81
-227.93	217.94
-226.13	214.66
-212.63	216.40
-228.63	220.83
-228.57	215.56
-221.20	212.08
-231.80	214.71
-228.20	210.04
-227.67	216.94
-230.40	217.73
-228.40	222.54
-222.50	215.81
-221.83	219.42
-227.80	211.35
-227.33	230.41
-227.33	220.89
-236.26	228.56
-232.37	218.36
-227.40	221.33
-235.30	215.07
-225.73	215.10
-226.20	215.45
-228.17	214.49
-229.40	222.47
-230.10	214.40
-225.87	212.21
-221.23	218.32
-221.77	216.36
-234.30	211.25
-232.50	211.75
-215.90	207.02
-238.60	230.53
-228.40	218.21
-229.37	212.75
-230.93	206.89
-227.97	210.98
-231.90	221.23
-235.87	211.54
-238.77	211.67
-236.26	213.60
-229.00	214.90
-222.90	206.08
-225.30	210.06
-235.50	221.33
-230.60	210.63
-224.83	217.27
-224.83	216.86
-225.90	223.62
-232.67	227.58
-233.40	215.84
-237.23	224.27
-226.43	219.68
-221.70	214.39
-228.83	229.23
-230.20	221.71
-222.77	204.80
-226.77	219.40
-219.97	220.69
-228.70	225.20
-230.30	220.14
-229.50	224.06
-223.00	220.57
-222.43	216.24
-238.30	220.46
-231.67	216.66
-225.73	227.09
-230.37	217.57
-229.33	212.03
-234.50	222.28
-239.33	218.68
-232.07	224.01
-234.43	218.34
-235.00	223.57
-225.46	220.60
-229.73	219.46
-230.17	218.29
-237.33	225.15
-234.50	230.19
-238.10	214.11
-233.67	231.43
-236.83	220.17
-234.43	218.67
-234.20	221.17
-236.17	232.07
-237.97	224.91
-227.57	223.93
-224.97	222.89
-233.53	225.92
-239.83	232.89
-240.43	226.08
-231.43	224.15
-230.23	226.44
-221.73	227.36
-233.47	217.91
-240.10	227.27
-236.37	224.06
-239.63	221.74
-235.53	214.20
-242.30	230.35
-232.40	221.18
-228.50	229.93
-227.77	226.70
-230.53	211.05
-235.63	218.94
-236.13	220.01
-236.30	220.99
-231.67	226.51
-232.77	220.29
-227.67	226.29
-235.07	218.63
-230.53	205.29
-237.86	214.59
-241.80	219.52
-228.73	203.72
-237.10	220.27
-233.80	222.17
-237.70	218.36
-234.63	219.69
-228.93	213.67
-234.83	215.04
-244.23	220.66
-228.70	208.54
-231.97	217.27
-225.43	218.20
-231.96	216.30
-237.37	225.93
-239.90	225.39
-242.76	219.96
-242.80	216.63
-239.77	221.61
-240.43	221.40
-234.33	213.70
-241.10	212.24
-234.46	220.74
-238.33	223.79
-248.37	222.47
-241.23	213.66
-234.07	218.39
-229.57	221.49
-237.90	215.24
-244.70	221.49
-238.23	221.41
-242.00	233.10
-235.27	220.49
-238.90	230.82
-238.70	225.86
-236.37	230.89
-236.80	230.65
-240.27	223.07
-234.46	227.12
-239.60	221.70
-238.87	225.36
-225.23	208.67
-236.80	224.40
-237.03	223.57
-245.03	215.09
-236.83	211.39
-238.77	222.96
-232.60	225.72
-239.43	222.95
-239.10	219.64
-242.27	227.68
-241.03	217.65
-242.47	212.51
-240.46	224.36
-237.20	224.24
-231.60	215.57
-237.60	210.35
-236.80	220.03
-238.57	224.07
-232.70	214.05
-232.43	213.51
-243.93	230.72
-246.73	224.98
-227.97	213.27
-245.33	220.90
-246.87	223.61
-249.00	224.88
-237.87	214.06
-247.60	218.93
-242.07	222.22
-236.70	211.54
-245.33	225.40
-252.83	216.01
-242.37	211.83
-246.93	221.49
-255.10	222.56
-244.67	217.14
-244.80	221.09
-242.60	219.68
-244.67	230.10
-245.20	218.91
-252.03	225.21
-247.40	217.31
-237.36	225.44
-248.13	228.32
-244.63	219.82
-244.50	227.92
-239.07	220.17
-241.93	227.23
-236.83	223.32
-243.70	223.20
-246.96	226.05
-244.60	229.33
-234.96	226.80
-238.57	217.29
-237.83	228.59
-249.83	230.34
-236.87	238.10
-241.43	219.87
-246.33	223.82
-246.87	233.93
-239.87	223.99
-238.47	227.04
-246.63	228.29
-246.10	231.66
-238.70	215.24
-242.63	227.52
-240.13	224.74
-247.23	228.40
-240.70	223.96
-233.36	234.80
-248.97	232.38
-253.60	235.40
-240.86	228.40
-240.07	232.47
-246.00	232.17
-237.23	241.96
-243.30	230.50
-246.00	230.58
-242.50	235.15
-238.50	230.86
-241.10	240.02
-244.57	234.22
-242.07	227.45
-238.50	235.76
-247.23	233.41
-239.20	238.60
-238.13	240.04
-240.07	231.69
-236.93	230.42
-249.20	230.82
-242.50	226.29
-244.10	227.69
-244.26	234.13
-245.47	225.71
-246.07	228.26
-239.73	233.29
-237.93	235.55
-240.50	229.05
-244.67	239.79
-243.86	226.01
-247.13	240.21
-239.00	223.45
-244.43	238.65
-246.10	233.07
-248.73	240.70
-237.13	228.75
-242.93	239.35
-236.87	237.03
-236.27	238.29
-247.90	243.68
-246.17	241.44
-242.57	229.30
-236.83	234.96
-240.67	238.32
-251.13	238.92
-237.83	237.53
-237.40	232.54
-238.80	247.40
-240.33	246.40
-239.07	241.99
-248.50	255.21
-248.70	239.05
-252.43	248.09
-235.73	240.16
-241.43	242.36
-238.20	229.47
-237.27	247.88
-238.03	243.87
-245.90	240.49
-239.26	239.24
-232.20	242.03
-239.83	235.02
-234.90	240.95
-241.77	236.08
-233.87	229.85
-241.83	250.38
-232.73	240.16
-238.33	242.50
-235.40	246.63
-236.53	247.01
-230.00	243.72
-236.87	239.33
-233.80	245.74
-234.67	247.94
-238.80	238.96
-241.73	247.67
-231.27	235.34
-224.60	244.88
-238.53	243.90
-244.90	248.22
-240.93	251.26
-240.53	245.39
-235.53	237.72
-231.40	247.56
-234.67	241.08
-246.00	247.21
-235.70	241.70
-243.67	246.14
-235.46	240.55
-239.27	248.49
-233.57	243.53
-241.47	237.09
-227.93	237.01
-232.70	240.74
-242.77	241.51
-234.30	246.42
-228.10	243.97
-240.83	234.27
-241.70	246.15
-238.27	251.04
-234.60	248.57
-240.27	256.14
-237.27	247.11
-234.07	250.77
-238.67	242.61
-235.23	246.56
-232.80	241.16
-243.87	250.59
-244.46	245.05
-238.57	246.46
-235.27	244.10
-236.57	240.70
-239.63	257.66
-234.16	248.67
-221.03	247.64
-237.96	238.51
-234.03	244.46
-234.17	249.28
-232.60	242.64
-234.17	243.67
-236.73	251.47
-237.87	243.92
-240.73	258.69
-239.50	250.18
-238.86	245.62
-229.03	245.44
-229.27	251.83
-232.67	257.33
-244.77	257.61
-238.57	253.96
-240.50	246.20
-229.37	250.81
-236.30	256.62
-238.70	250.65
-235.10	247.90
-232.30	255.44
-235.73	262.05
-230.97	248.67
-217.07	247.01
-230.03	258.96
-232.20	252.96
-233.97	257.05
-241.20	253.20
-237.93	257.17
-232.83	244.94
-230.83	253.59
-229.80	260.97
-232.87	263.29
-221.67	259.42
-234.20	261.37
-236.13	255.03
-242.97	267.14
-235.83	258.06
-232.80	260.96
-232.33	250.30
-234.77	254.13
-228.27	255.31
-233.23	257.28
-247.10	258.59
-224.53	259.47
-234.27	258.87
-231.63	260.98
-232.77	253.16
-231.53	253.21
-234.40	261.50
-227.80	254.52
-227.00	261.71
-231.33	264.02
-238.70	262.09
-222.63	264.54
-232.10	269.20
-234.17	276.90
-225.43	268.11
-235.17	266.64
-230.30	264.25
-235.40	268.52
-229.53	267.46
-233.93	270.93
-236.10	251.32
-226.13	274.16
-235.90	267.76
-231.73	266.60
-232.63	264.22
-241.17	261.05
-228.40	261.28
-235.97	259.95
-238.00	259.28
-237.37	254.63
-235.70	265.95
-240.60	261.23
-230.60	261.96
-234.33	264.30
-231.93	255.87
-231.43	258.97
-224.70	255.05
-233.17	257.49
-230.63	257.66
-231.96	268.73
-240.33	252.86
-230.60	257.53
-237.73	254.22
-233.40	261.36
-237.90	273.04
-230.27	271.84
-228.40	254.67
-235.43	263.13
-227.43	260.94
-232.13	259.72
-229.00	269.50
-227.43	261.34
-228.80	273.15
-240.30	263.64
-230.30	260.78
-230.10	268.64
-230.00	264.63
-228.00	264.82
-245.27	261.63
-235.66	272.57
-242.90	269.36
-237.30	268.42
-229.07	262.66
-233.57	261.36
-234.07	255.09
-227.13	271.15
-241.87	267.81
-232.60	265.16
-232.07	264.53
-224.93	258.53
-236.43	267.71
-226.70	256.27
-235.70	266.15
-236.60	261.87
-240.50	269.09
-230.46	263.24
-233.20	264.15
-229.50	269.16
-236.83	265.19
-237.70	263.15
-233.07	274.35
-231.87	267.90
-227.97	267.02
-232.47	264.70
-228.23	262.84
-233.23	272.62
-225.73	272.81
-229.50	263.00
-230.46	265.43
-236.40	265.25
-238.87	271.34
-237.87	266.95
-226.57	261.18
-224.13	266.83
-228.77	275.62
-233.50	257.24
-233.57	267.07
-224.20	281.69
-234.86	270.32
-219.43	274.72
-228.73	267.27
-224.83	273.64
-238.60	263.99
-229.17	271.69
-227.90	271.47
-235.86	274.43
-236.46	275.06
-236.13	270.30
-228.20	267.37
-233.17	264.33
-227.96	260.33
-223.46	266.13
-227.80	267.54
-230.20	274.40
-231.20	263.67
-229.93	263.01
-225.37	272.20
-230.77	276.76
-236.50	274.91
-220.83	276.06
-226.13	281.59
-217.13	268.97
-220.37	278.39
-232.90	273.14
-216.97	279.80
-232.33	271.14
-231.00	273.12
-229.57	273.81
-232.50	275.82
-233.27	275.73
-227.57	260.94
-223.53	265.42
-232.27	255.68
-231.50	266.02
-228.60	265.75
-223.83	262.66
-240.60	263.91
-226.97	266.96
-231.00	267.78
-225.90	267.80
-227.67	269.61
-237.83	265.16
-227.43	268.37
-221.60	267.39
-246.17	263.31
-238.23	263.87
-238.17	256.40
-233.57	265.93
-234.47	267.53
-235.93	275.49
-234.23	262.15
-236.33	257.16
-240.83	263.31
-235.86	260.29
-240.13	259.41
-236.66	265.24
-230.90	272.33
-235.77	268.90
-235.20	263.56
-241.43	270.95
-239.20	256.68
-234.07	270.04
-241.77	260.40
-243.47	254.84
-237.50	267.19
-237.27	263.95
-244.03	258.30
-241.23	267.63
-237.07	261.88
-233.80	261.15
-225.96	265.39
-226.66	273.40
-239.33	269.90
-238.77	274.11
-240.70	262.09
-238.27	257.82
-240.73	272.41
-237.27	265.29
-233.57	272.19
-242.00	267.03
-241.83	256.78
-235.93	261.33
-240.66	261.96
-243.43	267.13
-239.57	268.18
-236.83	261.16
-237.70	268.77
-224.93	262.15
-236.07	260.17
-232.13	274.49
-241.80	264.86
-230.70	261.22
-244.50	262.14
-234.40	259.54
-246.30	259.08
-235.83	257.83
-234.80	262.64
-236.30	266.54
-242.33	258.59
-237.80	257.38
-241.96	264.32
-244.33	259.54
-239.16	262.22
-243.33	258.98
-237.30	264.08
-250.93	257.62
-249.30	264.47
-248.23	263.08
-236.90	269.27
-245.77	265.24
-241.83	252.13
-237.80	271.96
-241.86	258.70
-242.76	271.49
-241.43	264.06
-244.43	266.90
-243.37	273.46
-247.23	264.87
-237.90	266.72
-238.70	261.02
-248.43	261.40
-244.73	265.06
-245.73	267.38
-233.00	253.29
-243.70	263.47
-239.63	266.67
-244.53	262.20
-242.87	259.26
-240.77	261.74
-240.26	264.70
-243.70	276.29
-232.43	263.02
-248.46	264.22
-242.90	261.10
-243.00	266.67
-245.97	270.26
-236.70	273.04
-248.57	270.36
-248.30	275.27
-247.70	274.37
-244.23	271.03
-245.33	258.65
-252.93	272.91
-246.37	276.86
-241.90	282.17
-255.97	276.79
-250.03	268.85
-240.83	275.24
-247.77	278.13
-240.87	268.80
-249.23	272.59
-241.07	263.35
-247.57	271.56
-259.20	280.74
-249.73	279.38
-243.53	279.82
-237.60	274.34
-246.43	266.88
-251.27	272.00
-246.13	274.21
-246.67	277.61
-250.10	272.49
-242.27	276.75
-246.77	279.37
-247.13	271.47
-249.30	272.95
-245.00	266.96
-244.00	264.41
-246.86	278.52
-237.27	269.43
-246.97	280.36
-251.43	279.66
-256.97	277.39
-257.07	283.26
-245.36	268.92
-249.27	272.63
-249.33	273.67
-249.47	282.16
-246.07	268.51
-245.77	274.11
-250.20	269.35
-242.50	273.94
-236.50	271.15
-246.80	283.40
-254.57	276.64
-249.87	279.82
-251.30	274.23
-240.53	275.96
-246.03	275.25
-254.07	256.89
-246.77	268.95
-257.73	265.94
-249.20	263.95
-248.07	263.91
-239.20	275.55
-249.13	278.10
-254.37	280.69
-252.50	275.94
-242.83	275.62
-246.97	275.42
-248.57	280.85
-249.46	273.78
-239.57	273.59
-260.10	285.51
-246.17	262.42
-263.80	271.67
-247.53	281.19
-240.93	266.77
-254.30	265.72
-263.70	273.80
-258.43	273.83
-245.40	274.80
-257.33	280.48
-244.96	268.17
-250.27	263.19
-250.83	272.98
-252.73	273.95
-255.47	273.83
-248.90	276.98
-256.53	286.60
-250.60	269.82
-251.43	272.17
-251.83	273.15
-248.03	275.11
-244.17	276.34
-247.70	267.59
-258.17	273.09
-251.93	261.95
-248.17	281.00
-237.83	273.30
-234.53	270.57
-242.87	276.15
-245.77	274.20
-239.50	275.78
-240.83	274.39
-244.77	265.34
-248.73	272.68
-249.90	275.81
-246.47	274.76
-248.30	282.08
-249.80	270.73
-241.96	275.91
-244.77	272.43
-245.83	272.90
-249.73	271.52
-248.30	276.96
-251.17	280.04
-236.90	273.84
-240.57	281.29
-246.30	274.51
-245.13	265.75
-252.53	276.48
-246.73	265.14
-246.20	279.48
-252.30	272.60
-246.30	273.06
-238.20	275.30
-249.73	274.85
-241.73	277.06
-244.40	273.24
-242.13	277.88
-250.20	277.29
-245.90	272.44
-247.00	272.29
-248.50	274.93
-241.90	276.09
-244.97	273.74
-251.60	282.23
-246.73	276.90
-246.77	284.52
-245.60	287.80
-238.96	277.13
-247.10	282.28
-249.87	288.79
-241.36	276.02
-246.97	280.48
-252.36	289.46
-245.43	282.56
-247.43	280.76
-243.33	271.92
-243.53	267.46
-245.80	278.05
-241.10	275.98
-242.73	279.36
-245.93	290.75
-234.60	279.60
-241.33	276.96
-240.60	279.82
-238.97	285.93
-238.33	283.21
-243.50	284.66
-239.63	269.89
-236.10	271.85
-241.13	284.56
-250.13	284.74
-232.60	285.55
-234.00	278.23
-242.63	285.38
-240.10	279.37
-244.60	285.11
-244.10	280.77
-246.83	286.29
-245.07	286.25
-242.47	275.05
-240.47	285.66
-228.63	277.46
-239.97	276.96
-238.63	281.99
-233.80	274.86
-242.53	279.60
-239.60	287.62
-224.67	277.88
-244.33	283.72
-237.07	282.94
-233.93	278.28
-239.83	273.16
-242.23	271.71
-244.80	275.86
-242.46	285.96
-243.17	274.65
-239.97	274.15
-241.60	286.69
-238.90	275.48
-231.43	278.73
-249.00	280.17
-249.80	286.81
-229.17	280.42
-249.30	273.23
-234.73	276.18
-238.93	278.63
-242.77	272.69
-239.07	270.37
-249.46	284.48
-245.30	277.70
-249.60	277.77
-247.93	283.52
-236.10	276.94
-242.67	283.85
-247.67	275.92
-245.33	278.99
-242.27	272.05
-243.37	279.39
-248.17	271.36
-243.23	270.43
-245.50	277.61
-238.83	269.13
-244.90	277.58
-244.33	286.81
-247.23	272.51
-235.87	267.81
-241.23	287.05
-234.87	283.32
-236.53	272.14
-233.73	277.80
-239.20	278.99
-248.60	283.83
-243.57	283.11
-242.20	283.77
-238.10	275.74
-244.46	275.82
-236.30	272.75
-242.00	277.07
-240.10	277.19
-243.86	281.25
-235.86	276.80
-242.33	286.40
-240.70	290.07
-236.50	275.91
-237.87	281.72
-239.93	281.82
-241.53	277.68
-243.36	281.27
-239.03	281.72
-249.93	271.57
-237.57	281.08
-247.13	289.34
-235.23	274.98
-230.43	279.19
-240.13	281.04
-249.40	278.29
-248.26	289.75
-236.10	282.45
-237.27	281.71
-240.80	284.46
-230.70	274.30
-237.43	280.29
-233.97	276.87
-243.96	284.54
-235.03	280.91
-242.60	282.31
-250.20	282.36
-247.50	289.57
-232.10	290.90
-238.83	284.52
-240.23	277.09
-239.87	284.54
-246.73	281.91
-237.17	287.13
-227.90	287.99
-229.90	288.41
-238.17	286.31
-229.17	279.00
-234.23	277.09
-238.93	286.61
-237.50	285.43
-234.10	282.56
-238.87	270.15
-249.57	279.05
-242.43	280.56
-240.00	280.38
-238.53	282.18
-237.67	289.69
-229.10	283.43
-235.27	285.58
-235.47	288.94
-244.46	283.49
-237.30	284.40
-239.00	284.37
-239.40	286.09
-244.00	281.89
-249.37	280.73
-222.40	280.72
-237.00	285.60
-243.46	277.30
-241.37	270.66
-245.83	294.78
-252.47	285.80
-243.67	286.70
-240.23	275.98
-237.60	274.26
-251.90	285.59
-236.97	287.01
-232.60	273.31
-240.80	285.31
-241.90	283.25
-250.07	268.63
-244.33	291.07
-238.03	280.31
-244.30	277.38
-245.80	275.90
-240.50	281.75
